event,model,wall_time,loop_step,transition,epsilon,learning_rate,memory_transitions,action,action_text,reward,score,episode_return,terminal,win,game_over,env_time,full_diagnostics,policy_decision,policy_epsilon,action_total,action_unique,action_entropy,top_actions,top_action_counts,env_level,env_shot_idx,env_angle,env_tap_ms,env_score_before,env_score_after,env_score_delta,env_score_reward,env_win_bonus,env_loss_penalty,env_shot_penalty,env_final_reward,env_won,env_lost,env_app_state,recent_rewards_shape,recent_rewards_dtype,recent_rewards_nan_count,recent_rewards_inf_count,recent_rewards_min,recent_rewards_max,recent_rewards_mean,recent_rewards_std,convnext_pixel_input_shape,convnext_pixel_input_dtype,convnext_pixel_input_nan_count,convnext_pixel_input_inf_count,convnext_pixel_input_min,convnext_pixel_input_max,convnext_pixel_input_mean,convnext_pixel_input_std,convnext_image_feature_shape,convnext_image_feature_dtype,convnext_image_feature_nan_count,convnext_image_feature_inf_count,convnext_image_feature_min,convnext_image_feature_max,convnext_image_feature_mean,convnext_image_feature_std,bird_embedding_shape,bird_embedding_dtype,bird_embedding_nan_count,bird_embedding_inf_count,bird_embedding_min,bird_embedding_max,bird_embedding_mean,bird_embedding_std,latent_shape,latent_dtype,latent_nan_count,latent_inf_count,latent_min,latent_max,latent_mean,latent_std,distributional_dueling_Q_network_shape,distributional_dueling_Q_network_dtype,distributional_dueling_Q_network_nan_count,distributional_dueling_Q_network_inf_count,distributional_dueling_Q_network_min,distributional_dueling_Q_network_max,distributional_dueling_Q_network_mean,distributional_dueling_Q_network_std
training_step,ab_agent_20260516_220759_rainbow_D_full_n3_noisy,1778936886.9611285,1,0,0.0,0.0003,0,167,"alpha = 119.0 °, tap_time = 2800 ms",-0.024000000208616257,260,-0.024000000208616257,False,False,False,1,True,model,,1,1,-0.0,"[167, 199, 62, 71, 70, 69, 68, 67, 66, 65]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",330,1,119,2800,0,260,260,0.026,0.0,0.0,0.05,-0.024000000208616257,False,False,GameState.PLAYING,1,float32,0,0,-0.024000000208616257,-0.024000000208616257,-0.024000000208616257,0.0,1x128x128x3,float32,0,0,0.0,255.0,236.09202575683594,27.148807525634766,1x512,float32,0,0,0.0,2.5999932289123535,0.4252379536628723,0.6111554503440857,1x32,float32,0,0,0.0,0.3848734498023987,0.11619770526885986,0.14442691206932068,1x549,float32,0,0,0.0,2.5999932289123535,0.4051733911037445,0.5971912741661072,1x200x51,float32,0,0,0.006133927032351494,0.047946441918611526,0.019607843831181526,0.005471363663673401
training_step,ab_agent_20260516_220759_rainbow_D_full_n3_noisy,1778936891.6614046,4,3,0.0,0.0002999937617402357,3,141,"alpha = 105.0 °, tap_time = 400 ms",-1.0499999523162842,260,-1.1739999540150166,True,False,True,4,True,model,,4,3,1.0397207708399179,"[12, 141, 167, 62, 71, 70, 69, 68, 67, 66]","[2, 1, 1, 0, 0, 0, 0, 0, 0, 0]",330,4,105,400,260,260,0,0.0,0.0,1.0,0.05,-1.0499999523162842,False,True,GameState.LOST,4,float32,0,0,-1.0499999523162842,-0.024000000208616257,-0.29349997639656067,0.4368944466114044,1x128x128x3,float32,0,0,13.0,255.0,236.19960021972656,26.176454544067383,1x512,float32,0,0,0.0,3.1233255863189697,0.43452826142311096,0.65244460105896,1x32,float32,0,0,0.0,0.0,0.0,0.0,1x549,float32,0,0,0.0,3.1233255863189697,0.4052431285381317,0.6394235491752625,1x200x51,float32,0,0,0.007038084324449301,0.05698344111442566,0.019607843831181526,0.006282451096922159
training_step,ab_agent_20260516_220759_rainbow_D_full_n3_noisy,1778936907.5720448,9,8,0.0,0.000299983364928893,8,33,"alpha = 30.0 °, tap_time = 1200 ms",-3.86299991607666,0,-1.2499999292194843,True,False,True,5,True,model,,9,7,1.8891591637540217,"[12, 67, 13, 196, 167, 141, 33, 70, 69, 68]","[2, 2, 1, 1, 1, 1, 1, 0, 0, 0]",83,4,30,1200,28130,0,-28130,-2.813,0.0,1.0,0.05,-3.86299991607666,False,True,GameState.LOST,9,float32,0,0,-3.86299991607666,1.3650000095367432,-0.2693333029747009,1.4240784645080566,1x128x128x3,float32,0,0,0.0,255.0,37.41058349609375,38.189796447753906,1x512,float32,0,0,0.0,2.881483554840088,0.4568833112716675,0.6220231652259827,1x32,float32,0,0,0.0,0.0005607003695331514,0.00014694819401483983,0.00020578251860570163,1x549,float32,0,0,0.0,2.881483554840088,0.42610010504722595,0.6115142107009888,1x200x51,float32,0,0,0.005319564137607813,0.05712771415710449,0.019607843831181526,0.006348025985062122
training_step,ab_agent_20260516_220759_rainbow_D_full_n3_noisy,1778936918.3824942,14,13,0.0,0.0002999729684778701,13,81,"alpha = 64.0 °, tap_time = 400 ms",-1.0499999523162842,29040,1.6540000140666962,True,False,True,5,True,model,,14,10,2.2055983590263932,"[33, 12, 67, 13, 167, 196, 141, 182, 105, 81]","[3, 2, 2, 1, 1, 1, 1, 1, 1, 1]",142,5,64,400,29040,29040,0,0.0,0.0,1.0,0.05,-1.0499999523162842,False,True,GameState.LOST,14,float32,0,0,-3.86299991607666,1.3650000095367432,-0.054999977350234985,1.2545595169067383,1x128x128x3,float32,0,0,0.0,255.0,230.88914489746094,37.50804901123047,1x512,float32,0,0,0.0,3.0797340869903564,0.4156985878944397,0.6511624455451965,1x32,float32,0,0,0.0,0.0007996025960892439,0.0001964586554095149,0.0002788383571896702,1x549,float32,0,0,0.0,3.0797340869903564,0.3876939117908478,0.6374077200889587,1x200x51,float32,0,0,0.007462931331247091,0.04844284430146217,0.019607843831181526,0.004949343856424093
training_step,ab_agent_20260516_220759_rainbow_D_full_n3_noisy,1778936927.5640013,18,17,0.0,0.0002999646515764736,17,10,"alpha = 16.0 °, tap_time = 0 ms",-1.0499999523162842,5570,-0.6429999507963657,True,False,True,4,True,model,,18,12,2.399204296202615,"[33, 10, 67, 196, 12, 13, 35, 81, 182, 167]","[3, 2, 2, 2, 2, 1, 1, 1, 1, 1]",42,4,16,0,5570,5570,0,0.0,0.0,1.0,0.05,-1.0499999523162842,False,True,GameState.LOST,18,float32,0,0,-3.86299991607666,1.3650000095367432,-0.07849999517202377,1.1354330778121948,1x128x128x3,float32,0,0,0.0,255.0,232.0122528076172,35.310176849365234,1x512,float32,0,0,0.0,3.481419563293457,0.4368691146373749,0.6677361726760864,1x32,float32,0,0,0.0,0.00103728414978832,0.00026444793911650777,0.00035598661634139717,1x549,float32,0,0,0.0,3.481419563293457,0.4074416160583496,0.6540682315826416,1x200x51,float32,0,0,0.006470976863056421,0.07233105599880219,0.019607843831181526,0.00768720917403698
training_step,ab_agent_20260516_220759_rainbow_D_full_n3_noisy,1778936934.1602323,21,20,0.0,0.0002999584140517515,20,114,"alpha = 85.0 °, tap_time = 1600 ms",-2.8269999027252197,0,4.8500001430511475,True,True,True,3,True,model,,21,15,2.6235217562718085,"[33, 67, 196, 12, 10, 105, 114, 182, 167, 13]","[3, 2, 2, 2, 2, 1, 1, 1, 1, 1]",88,2,85,1600,77770,0,-77770,-7.777,5.0,0.0,0.05,-2.8269999027252197,True,False,GameState.WON,21,float32,0,0,-3.86299991607666,4.5,0.16366666555404663,1.7055847644805908,1x128x128x3,float32,0,0,0.0,255.0,44.0611572265625,46.80528259277344,1x512,float32,0,0,0.0,2.543058395385742,0.41238173842430115,0.5773979425430298,1x32,float32,0,0,0.0,0.3851139545440674,0.11644190549850464,0.14464017748832703,1x549,float32,0,0,0.0,2.543058395385742,0.39319777488708496,0.564574122428894,1x200x51,float32,0,0,0.006020950619131327,0.0570543073117733,0.019607843831181526,0.006886423099786043
training_step,ab_agent_20260516_220759_rainbow_D_full_n3_noisy,1778936943.4813805,26,25,0.0,0.0002999480184654451,25,62,"alpha = 51.0 °, tap_time = 800 ms",-1.0499999523162842,15420,0.29200010001659393,True,False,True,5,True,model,,26,18,2.8114194983013414,"[33, 196, 62, 67, 57, 12, 10, 182, 85, 81]","[3, 2, 2, 2, 2, 2, 2, 1, 1, 1]",105,5,51,800,15420,15420,0,0.0,0.0,1.0,0.05,-1.0499999523162842,False,True,GameState.LOST,26,float32,0,0,-3.86299991607666,4.5,0.14342309534549713,1.5735836029052734,1x128x128x3,float32,0,0,0.0,255.0,234.30494689941406,30.71379852294922,1x512,float32,0,0,0.0,3.4143519401550293,0.3679957389831543,0.5816252827644348,1x32,float32,0,0,0.0,0.0014640131266787648,0.0004198910901322961,0.0005017309449613094,1x549,float32,0,0,0.0,3.4143519401550293,0.3432190418243408,0.5691958069801331,1x200x51,float32,0,0,0.006976427510380745,0.05466644465923309,0.019607843831181526,0.006082300562411547
training_step,ab_agent_20260516_220759_rainbow_D_full_n3_noisy,1778936951.034434,30,29,0.0,0.00029993970225580027,29,132,"alpha = 98.0 °, tap_time = 800 ms",-1.0499999523162842,24430,1.2430000305175781,True,False,True,4,True,model,,30,22,3.014077280571366,"[33, 196, 57, 67, 10, 62, 12, 132, 121, 167]","[3, 2, 2, 2, 2, 2, 2, 1, 1, 1]",71,4,98,800,24430,24430,0,0.0,0.0,1.0,0.05,-1.0499999523162842,False,True,GameState.LOST,30,float32,0,0,-3.86299991607666,4.5,0.16573333740234375,1.4947153329849243,1x128x128x3,float32,0,0,1.0,255.0,232.81103515625,33.593788146972656,1x512,float32,0,0,0.0,3.877985954284668,0.429855614900589,0.6457575559616089,1x32,float32,0,0,0.0,0.0017099932301789522,0.0005011509638279676,0.0005843942635692656,1x549,float32,0,0,0.0,3.877985954284668,0.40091457962989807,0.6328420639038086,1x200x51,float32,0,0,0.003884091740474105,0.07902774214744568,0.019607843831181526,0.008823318406939507
training_step,ab_agent_20260516_220759_rainbow_D_full_n3_noisy,1778936960.1096575,35,34,0.0,0.0002999293073179841,34,133,"alpha = 98.0 °, tap_time = 1200 ms",-1.0499999523162842,15510,0.3010001368820667,True,False,True,5,True,model,,35,25,3.1443140113476007,"[33, 67, 133, 196, 121, 12, 57, 62, 10, 114]","[3, 2, 2, 2, 2, 2, 2, 2, 2, 1]",30,5,98,1200,15510,15510,0,0.0,0.0,1.0,0.05,-1.0499999523162842,False,True,GameState.LOST,35,float32,0,0,-3.86299991607666,4.5,0.15065716207027435,1.4141697883605957,1x128x128x3,float32,0,0,0.0,255.0,231.3025360107422,36.705909729003906,1x512,float32,0,0,0.0,3.3544745445251465,0.403158038854599,0.6127377152442932,1x32,float32,0,0,0.0,0.0017754491418600082,0.0005683405906893313,0.0006510263192467391,1x549,float32,0,0,0.0,3.3544745445251465,0.3760201930999756,0.6002792716026306,1x200x51,float32,0,0,0.005260768346488476,0.0636434257030487,0.019607843831181526,0.00751312542706728
training_step,ab_agent_20260516_220759_rainbow_D_full_n3_noisy,1778936969.125243,40,39,0.0,0.0002999189127404228,39,30,"alpha = 30.0 °, tap_time = 0 ms",-1.0499999523162842,26610,1.4110000915825367,True,False,True,5,True,model,,40,30,3.329224660239851,"[33, 121, 196, 57, 133, 62, 67, 10, 12, 199]","[3, 2, 2, 2, 2, 2, 2, 2, 2, 1]",120,5,30,0,26610,26610,0,0.0,0.0,1.0,0.05,-1.0499999523162842,False,True,GameState.LOST,40,float32,0,0,-3.86299991607666,4.5,0.1670999974012375,1.3562804460525513,1x128x128x3,float32,0,0,2.0,255.0,230.90956115722656,37.92146682739258,1x512,float32,0,0,0.0,3.3793208599090576,0.47686946392059326,0.7106996178627014,1x32,float32,0,0,0.0,0.00203695404343307,0.0006418054108507931,0.0007295067771337926,1x549,float32,0,0,0.0,3.3793208599090576,0.44476810097694397,0.6966440081596375,1x200x51,float32,0,0,0.004380908794701099,0.18584786355495453,0.019607843831181526,0.010484335012733936
training_step,ab_agent_20260516_220759_rainbow_D_full_n3_noisy,1778936976.4780703,44,43,0.0,0.0002999105973377488,43,132,"alpha = 98.0 °, tap_time = 800 ms",4.949999809265137,18900,6.68999981507659,True,True,True,4,True,model,,44,31,3.3627106603200088,"[33, 10, 121, 77, 196, 57, 133, 132, 62, 67]","[3, 2, 2, 2, 2, 2, 2, 2, 2, 2]",13,4,98,800,18900,18900,0,0.0,5.0,0.0,0.05,4.949999809265137,True,False,GameState.WON,44,float32,0,0,-3.86299991607666,4.949999809265137,0.303954541683197,1.490197777748108,1x128x128x3,float32,0,0,8.0,255.0,237.90875244140625,21.743602752685547,1x512,float32,0,0,0.0,3.7999210357666016,0.482766717672348,0.7277695536613464,1x32,float32,0,0,0.0,0.002286056987941265,0.0007153709884732962,0.0008054709760472178,1x549,float32,0,0,0.0,3.7999210357666016,0.45027223229408264,0.7131367325782776,1x200x51,float32,0,0,0.0018876678077504039,0.2228562831878662,0.019607843831181526,0.01617353782057762
training_step,ab_agent_20260516_220759_rainbow_D_full_n3_noisy,1778936986.747471,49,48,0.0,0.00029990020340861474,48,113,"alpha = 85.0 °, tap_time = 1200 ms",-1.0,29530,1.7029999922960997,True,False,True,5,True,model,,49,35,3.4850576613873,"[33, 117, 57, 121, 62, 167, 12, 132, 10, 133]","[3, 2, 2, 2, 2, 2, 2, 2, 2, 2]",103,5,85,1200,29030,29530,500,0.05,0.0,1.0,0.05,-1.0,False,True,GameState.LOST,49,float32,0,0,-3.86299991607666,4.949999809265137,0.30769386887550354,1.4373257160186768,1x128x128x3,float32,0,0,1.0,255.0,237.5562286376953,22.202054977416992,1x512,float32,0,0,0.0,3.9039454460144043,0.5011281967163086,0.7517955899238586,1x32,float32,0,0,0.0,0.002801043912768364,0.0008742002537474036,0.0009704370750114322,1x549,float32,0,0,0.0,3.9039454460144043,0.46740543842315674,0.7367779612541199,1x200x51,float32,0,0,0.0027659235056489706,0.29593849182128906,0.019607843831181526,0.016935257241129875
